125	1024x768	786432	5787.05		1619.46	2440.71	1380.84	346.045
125	1600x900	1440000	11147.7		3240.13	4696.26	2565.62	645.694
125	1920x1080	2073600	15844.2		4018.21	7205.76	3692.58	927.692
250	1024x768	786432	10647.2		2847.29	4748.73	2666.68	384.503
250	1600x900	1440000	19678.1		5243.96	8827.68	4905.74	700.759
250	1920x1080	2073600	28906		7995.35	12875.1	7037.12	998.488
500	1024x768	786432	20342.7		5473.25	9283.01	5163.69	422.748
500	1600x900	1440000	43620.8		11915.2	21388.5	9509.26	807.847
500	1920x1080	2073600	53953.6		14333.2	24816	13708.4	1095.93
750	1024x768	786432	30953.9		8044.81	14831.7	7637.53	439.829
750	1600x900	1440000	55880.4		14953.7	25567.9	14491.3	867.493
750	1920x1080	2073600	79229.4		21102.3	36669.1	20311	1147.08
125	1024x768	786432	5732.98		1545.9	2451.08	1386.59	349.416
125	1600x900	1440000	10613.5		2838.85	4593.7	2553.94	627.045
125	1920x1080	2073600	15182		3985.07	6590.32	3692.49	914.163
250	1024x768	786432	10728.6		2861.54	4822.62	2659.04	385.39
250	1600x900	1440000	20584.4		5237.81	9333.95	5310.99	701.685
250	1920x1080	2073600	28483.5		7501.33	12840.3	7123.43	1018.4
500	1024x768	786432	20418.9		5469.9	9359.13	5169.17	420.673
500	1600x900	1440000	38063.5		10019.4	17727.2	9551.4	765.613
500	1920x1080	2073600	53944.2		14325.4	24814.7	13708.2	1095.99
750	1024x768	786432	29867.9		8062.98	13727.7	7635.65	441.566
750	1600x900	1440000	55484.7		14764.3	25845	14076.6	798.863
750	1920x1080	2073600	79282.5		21146.3	36713.6	20277.8	1144.77
125	1024x768	786432	5751.02		1545.35	2459.71	1391.37	354.587
125	1600x900	1440000	10634.9		2839.83	4593.16	2566.4	635.491
125	1920x1080	2073600	15138.9		3994.1	6554.42	3680.77	909.59
250	1024x768	786432	10694.2		2860.36	4777.43	2665.96	390.499
250	1600x900	1440000	19651.3		5234.73	8802.6	4924.09	689.858
250	1920x1080	2073600	28211.5		7450.45	12693.4	7071.52	996.129
500	1024x768	786432	20350.8		5488.08	9279.18	5163.97	419.613
500	1600x900	1440000	37510.6		10032.3	17190.9	9524.06	763.328
500	1920x1080	2073600	54397.6		14346.8	25231	13722.3	1097.48
750	1024x768	786432	29875.8		8051.31	13743.1	7638.83	442.575
750	1600x900	1440000	55099.3		14748.3	25463	14090.9	797.043
750	1920x1080	2073600	79181.2		21172.8	36634.2	20232.9	1141.4
